id,name,category,median_price,sales_per_day,tier
7rp7,Чеснок,misc,54990.0,1931.39,T2 10-100k
vjy3n,Эпинефрин,supply/medicine,13000.0,1920.0,T2 10-100k
55olq,Остатки приборов «Шепота»,misc,28000.0,1867.49,T2 10-100k
qoq6,Солнце,artefact/thermal,219999.5,1834.32,T3 100k-1M
zzqn9,Коктейль «Незабываемый»,supply/drink,12500.0,1757.41,T2 10-100k
g4lz0,«Биозаплатка»,supply/medicine,13888.0,1646.67,T2 10-100k
y7po,Реагенты,misc,42000.0,1528.38,T2 10-100k
y4y33,Блок данных «Лямбда»,other,90500.0,1519.6,T2 10-100k
z7pn,Ткань,misc,96450.0,1493.33,T2 10-100k
mrwr7,Схрон мастера,other,104899.0,1466.94,T3 100k-1M
55621,Армейский аккумулятор,other,59450.0,1462.89,T2 10-100k
m22k,Водонос,misc,14000.5,1374.55,T2 10-100k
7lyo3,«Алкобык»,supply/drink,21898.0,1338.05,T2 10-100k
1pyq,Оружейный модуль,weapon_modules/weapon_module,469999.5,1322.17,T3 100k-1M
4lml,Змеиный глаз,artefact/biochemical,172500.0,1277.49,T3 100k-1M
m0pyj,Аномальное шампанское,supply/drink,18000.0,1216.9,T2 10-100k
55ymq,Обычный артефактный фрагмент,misc,10785.0,1169.5,T2 10-100k
z301y,Цветущий северный мох,other,54000.0,1158.3,T2 10-100k
zzwmm,Сыворотка изменения,other,292500.0,1156.41,T3 100k-1M
npp9,Чертоцвет,misc,14000.0,1149.81,T2 10-100k
gn956,Камень Жмых-Вжух-Плюх,other,83998.0,1144.84,T2 10-100k
jlll,Алые минералы,misc,44990.0,1032.59,T2 10-100k
zypm,Золотистая Прима,artefact/gravity,72500.0,1023.85,T2 10-100k
gnpr5,Темный Лимб,other,149000.0,958.04,T3 100k-1M
7l127,Аномальная пыль,misc,28000.0,888.48,T2 10-100k
pjkj2,Экранированный схрон ветерана,other,93490.0,870.39,T2 10-100k
z3ogm,Расцветший Горьколистник,other,50000.0,870.22,T2 10-100k
y3knz,«Убийца Боли»,supply/medicine,86500.0,867.19,T2 10-100k
g4lzg,Водка «Гейзер»,supply/drink,75000.0,865.59,T2 10-100k
j5qd4,Сумка СБП 7.62 мм,bullet,10500.0,861.54,T2 10-100k
g0gp,Гнилые доски,misc,10500.0,859.09,T2 10-100k
5r5g,Ледяной ежик,artefact/electrophysical,87000.0,837.84,T2 10-100k
kqgy,Браслет,artefact/gravity,255000.5,832.73,T3 100k-1M
vnqnd,Экранированный схрон мастера,other,200000.0,831.26,T3 100k-1M
rr05,Дрожжи,misc,13500.0,827.04,T2 10-100k
009n9,Полыхающий срачник,other,31500.0,819.2,T2 10-100k
olz36,Моток медной проволоки,other,70000.0,787.94,T2 10-100k
4qd3p,Уха из сома «Дворянская»,supply/food,12990.0,773.12,T2 10-100k
5rd1,Стальной Ежик,artefact/biochemical,99999.5,768.49,T2 10-100k
gyq5,Спираль,artefact/electrophysical,327775.0,762.4,T3 100k-1M
q2p3,Полипропилен,misc,74448.0,730.18,T2 10-100k
l0ryo,Черная селезенка,misc,95000.0,719.27,T2 10-100k
dryl2,Селезенка мутанта из Любеча,misc,42499.5,691.76,T2 10-100k
34z1l,Чернобыльская ромашка,other,16000.0,655.56,T2 10-100k
w30w2,Беличьи дрожжи,other,20698.0,655.36,T2 10-100k
ljpq,Многогранник,artefact/biochemical,100000.0,635.48,T3 100k-1M
jl77,Железо,misc,30250.0,631.79,T2 10-100k
kqr0,Гелий,artefact/electrophysical,107499.5,626.92,T3 100k-1M
dr61j,Блок данных «Бета»,other,150000.0,624.52,T3 100k-1M
jl26,Полимеры,misc,76900.0,602.22,T2 10-100k
kllj,Лазурные минералы,misc,25550.0,601.79,T2 10-100k
5rwq,Осколок,artefact/electrophysical,745000.0,588.82,T3 100k-1M
knydy,Ящик гранат «Завеса»,misc,26000.0,579.31,T2 10-100k
wglp,Ветка Калины,artefact/thermal,393499.5,564.93,T3 100k-1M
1rl61,Хроносфера,misc,279997.0,563.73,T3 100k-1M
00w01,Схрон ветерана,other,12900.0,559.85,T2 10-100k
z3ozm,«Светящийся сахар»,misc,40000.0,557.13,T2 10-100k
4lkp,Лампочка Ильича,artefact/electrophysical,53450.0,520.99,T2 10-100k
kqp0,Жар-птица,artefact/thermal,81000.0,517.93,T2 10-100k
mm4y,Продвинутый электрод,misc,11489.0,517.74,T2 10-100k
wopo,Перчатки,misc,43000.0,512.17,T2 10-100k
qjmjk,Боевой горох,supply/food,28000.0,507.26,T2 10-100k
kr53y,Корень-липучка,other,11000.0,506.9,T2 10-100k
y54z,Гиря,artefact/electrophysical,19000.0,504.54,T2 10-100k
6rpy,Помидор,misc,23500.0,482.74,T2 10-100k
y5jk,Жильник,artefact/gravity,135000.0,473.82,T3 100k-1M
77oy6,Остатки сигнального процессора,other,60900.0,472.34,T2 10-100k
nmj1,Листы сваренного металла,misc,68500.0,470.24,T2 10-100k
y40kk,Крупный рассольник,other,24000.0,462.08,T2 10-100k
49zn,Нервяк,artefact/other_arts,1080000.0,461.83,T4 1-10M
404p,Термическая смесь,misc,13500.0,451.68,T2 10-100k
96z2z,Хронопыль,misc,75000.0,451.58,T2 10-100k
w4jo,Черная дыра,artefact/other_arts,1800000.0,447.34,T4 1-10M
y5yw,Гантель,artefact/gravity,132500.0,445.55,T3 100k-1M
zzjgn,Экзоброня «Альбатрос-Лазутчик»,armor/combined,582200.0,440.17,T3 100k-1M
4k5gr,Блок данных «Альфа»,other,67000.0,440.13,T2 10-100k
p6256,«Панацея»,supply/medicine,19123.5,432.4,T2 10-100k
ljrj,Радиатор,artefact/thermal,94000.0,424.0,T2 10-100k
4k5dr,Ретранслятор «Гамма»,other,299994.5,423.91,T3 100k-1M
y5k0,Вихрь,artefact/thermal,382775.0,423.06,T3 100k-1M
ov50,Сковорода,misc,100000.0,408.92,T3 100k-1M
gy06,Ершик,artefact/biochemical,100000.0,404.55,T3 100k-1M
2opw0,Премиум на 30 дней,other,2289999.5,398.98,T4 1-10M
npz3,Кастрюля,misc,54499.5,398.57,T2 10-100k
zy32,Батарейка,artefact/electrophysical,26000.0,395.37,T2 10-100k
jkj4,Ряска,artefact/biochemical,22249.0,390.37,T2 10-100k
6w5lj,«ШизоЁрш»,supply/medicine,119999.0,388.69,T3 100k-1M
0rvyy,Тактическая рукоятка Viking Tactics UVG,attachment/handgrips,8325000.0,387.55,T4 1-10M
kqoj,Каблук,artefact/thermal,672222.0,383.51,T3 100k-1M
5lv9o,Прицел оптический Sig Sauer,attachment/collimator_sights,270000.0,382.78,T3 100k-1M
y770,Мякоть лимонника,supply/medicine,74500.0,379.76,T2 10-100k
zyrm,Зеркало,artefact/electrophysical,55000.0,375.79,T2 10-100k
5rg1,Проклятая роза,artefact/gravity,227500.0,372.84,T3 100k-1M
klwv,Нефть,misc,70999.5,372.22,T2 10-100k
j3p6,Смольник,artefact/other_arts,1699999.0,368.4,T4 1-10M
qo06,Трансформатор,artefact/electrophysical,86000.0,368.27,T2 10-100k
vn507,Часть MG-34,misc,299000.0,364.18,T3 100k-1M
npq3,Аномальная плазма,misc,74000.0,361.85,T2 10-100k
gyg5,Креветка,artefact/gravity,44500.0,357.57,T2 10-100k
wg53,Атом,artefact/electrophysical,350000.0,354.37,T3 100k-1M
0rnw1,КИМ-102 «Циркон»,armor/scientist,270000.0,353.77,T3 100k-1M
qvrk,Борная кислота,misc,60000.0,353.74,T2 10-100k
m0wdy,Ящик гранат «Подорожник»,misc,24444.0,352.89,T2 10-100k
qvm9,Азотная кислота,misc,17165.0,349.6,T2 10-100k
lywdk,Ящик гранат «Напалм»,misc,14000.0,349.39,T2 10-100k
y5w3,Призма,artefact/electrophysical,1045000.0,349.36,T4 1-10M
5rpq,Янтарник,artefact/gravity,50000.0,349.36,T2 10-100k
qo59,Жвачка,artefact/biochemical,68500.0,348.73,T2 10-100k
wwod,M18 Claymore,other,39000.0,346.99,T2 10-100k
21wgv,Часть PzB 38,misc,5899499.5,344.34,T4 1-10M
y391o,Колбасная нарезка,supply/food,15833.0,343.05,T2 10-100k
y3pwo,Прицел коллиматорный ОКП-7,attachment/collimator_sights,300000.0,343.02,T3 100k-1M
qvv4,Пурпурные минералы,misc,18100.0,341.39,T2 10-100k
ly6y1,Завтрак чемпиона,supply/food,97000.0,338.31,T2 10-100k
9mgw,Древесный уголь,misc,15000.0,332.62,T2 10-100k
wg3p,Дезинтегратор,artefact/electrophysical,12722.0,331.4,T2 10-100k
5dp0,Банка с пшеном,misc,140000.0,323.97,T3 100k-1M
1r7g1,Steyr AUG A3,weapon/assault_rifle,850000.0,321.24,T3 100k-1M
022k,Сверло,misc,50000.0,320.15,T2 10-100k
wj7v3,РМО-93,weapon/shotgun_rifle,442500.0,319.11,T3 100k-1M
g34p,Юла,artefact/biochemical,1649999.5,314.53,T4 1-10M
g4lp0,Измененный сидр,supply/drink,48999.5,306.56,T2 10-100k
rjvwy,Сердце Лимб,misc,489500.0,304.4,T3 100k-1M
knq0p,Бронекостюм «Рысь»,armor/combat,250000.0,304.27,T3 100k-1M
wgzd,Остов,artefact/gravity,68500.0,302.79,T2 10-100k
wjlrd,Дешевые инструменты,other,30000.0,301.45,T2 10-100k
4l1r,Протоцибуля,artefact/gravity,30000.0,296.7,T2 10-100k
2nw5,Защитное покрытие,misc,44890.0,296.26,T2 10-100k
r22z,Ноотроп,misc,13495.0,291.83,T2 10-100k
zjzn,Полено,artefact/other_arts,3824999.5,291.53,T4 1-10M
p3o4,Роторная система,misc,64440.0,290.29,T2 10-100k
woro,Опухоль мертвеца,misc,19999.0,289.93,T2 10-100k
n46d1,Ящик гранат «Вонючка»,misc,25774.5,280.74,T2 10-100k
knwdv,Прицел коллиматорный Barska,attachment/collimator_sights,1580000.0,278.49,T4 1-10M
g4mqp,АПС,weapon/pistol,150000.0,276.42,T3 100k-1M
964k0,Сильная мазь от ожогов,supply/medicine,21900.0,273.28,T2 10-100k
1r216,«ТОПОТ»,supply/medicine,30999.0,268.75,T2 10-100k
g4rd6,Сумка керамических пластин V,misc,14750.0,266.77,T2 10-100k
g4y5p,Бронекостюм «КЗ-3а»,armor/combat,270000.0,262.6,T3 100k-1M
3g9n1,Алюминиевая бита,weapon/melee,269500.0,262.5,T3 100k-1M
g060,Набор для шитья,misc,17290.0,260.83,T2 10-100k
1kdg,Липкий репях,artefact/biochemical,19000.0,259.83,T2 10-100k
v25p,Операционный усилитель,misc,39999.0,258.05,T2 10-100k
1r2yq,Силовой стимулятор,supply/medicine,34677.0,256.54,T2 10-100k
prl2,Кофе,misc,21500.0,246.57,T2 10-100k
zzy1n,Бронекостюм «Алтын»,armor/combat,260000.0,244.46,T3 100k-1M
dr96g,Часть Bren,misc,45000.0,243.9,T2 10-100k
99pz,Полиэтиленовая основа,misc,60000.0,242.74,T2 10-100k
n4m93,МР-412,weapon/pistol,270000.0,241.92,T3 100k-1M
qv76,Нефтяной кокс,misc,29000.0,238.42,T2 10-100k
pjo5d,Часть STG-44,misc,30000.0,237.86,T2 10-100k
m0mz2,M1014 Breacher,weapon/shotgun_rifle,320500.0,237.78,T3 100k-1M
y359o,Тяжелый бронекостюм «Туманный охотник»,armor/combat,550000.0,236.95,T3 100k-1M
rwgl5,КИМ-100 «Гранат»,armor/scientist,275833.0,234.12,T3 100k-1M
z719,Сталь,misc,23330.0,232.92,T2 10-100k
k3yv,Обруч,artefact/other_arts,1972999.5,232.68,T4 1-10M
vn3n7,Прототипы «Шепота»,misc,77500.0,231.12,T2 10-100k
j5o9g,ОЦ-62,weapon/shotgun_rifle,290000.0,229.46,T3 100k-1M
nmo2,Прочный металл,misc,72000.0,227.99,T2 10-100k
rr7g,Медь,misc,28899.5,224.23,T2 10-100k
j5456,Отличная тушенка,supply/food,20000.0,219.29,T2 10-100k
qodk,Бубльгум,artefact/other_arts,1374999.5,218.86,T4 1-10M
wgwz,Фаренгейт,artefact/thermal,1450000.0,218.79,T4 1-10M
5lnp0,СОК-94,weapon/sniper_rifle,193000.0,217.85,T3 100k-1M
dmvjg,Телескопическая дубинка,weapon/melee,199545.0,213.82,T3 100k-1M
5rzo,Корка,artefact/thermal,720000.0,205.5,T3 100k-1M
wooz,Тусклые минералы,misc,18000.0,202.9,T2 10-100k
0rqqk,УВСР,weapon/melee,280000.0,202.17,T3 100k-1M
03v1,Колба с раствором,misc,45000.0,200.78,T2 10-100k
dqg5,Животный жир,misc,30000.0,200.1,T2 10-100k
4qlwo,Бронекостюм «Булат-М»,armor/combined,610000.0,198.87,T3 100k-1M
wgr3,Темный кристалл,artefact/gravity,25000.0,197.49,T2 10-100k
g35n,Контейнер «Берлога-6»,containers,2750000.0,194.15,T4 1-10M
wgvd,Чернильница,artefact/biochemical,17250.0,193.15,T2 10-100k
knvmj,Jagdkommando,weapon/melee,1000000.0,192.47,T4 1-10M
dmjwn,HK416,weapon/assault_rifle,1390000.0,189.64,T4 1-10M
j306,Всполох,artefact/other_arts,234990.0,188.6,T3 100k-1M
y32lo,FN SCAR-L,weapon/assault_rifle,200000.0,188.36,T3 100k-1M
3gn5g,ТКБ-0146М,weapon/assault_rifle,380000.0,186.49,T3 100k-1M
kqj3,Улитка,artefact/biochemical,19999.5,186.4,T2 10-100k
